Gastag,Restlast[kWh]*,,
05.07.2020,253126650,,
06.07.2020,298490313,,
07.07.2020,322404880,,
08.07.2020,349014011,,
09.07.2020,321709540,,
10.07.2020,328882026,,
11.07.2020,331227325,,
12.07.2020,316520197,,
13.07.2020,284045770,,
14.07.2020,279607527,,
15.07.2020,304252979,,
16.07.2020,330468387,,
17.07.2020,294762102,,
18.07.2020,259164998,,
19.07.2020,230120475,,
20.07.2020,244775264,,
21.07.2020,267285974,,
22.07.2020,273373520,,
23.07.2020,256468722,,
24.07.2020,240469159,,
25.07.2020,227402071,,
26.07.2020,234955582,,
27.07.2020,235649074,,
28.07.2020,227783788,,
29.07.2020,261780494,,
30.07.2020,245028046,,
31.07.2020,221967810,,
01.08.2020,201702501,,
02.08.2020,217684029,,
03.08.2020,240593088,,
04.08.2020,263720444,,
05.08.2020,242990082,,
06.08.2020,217689135,,
07.08.2020,202805239,,
08.08.2020,182891686,,
09.08.2020,181417802,,
10.08.2020,186051108,,
11.08.2020,184422906,,
12.08.2020,178264831,,
13.08.2020,186101313,,
14.08.2020,197844086,,
15.08.2020,191421654,,
16.08.2020,193504477,,
17.08.2020,194927801,,
18.08.2020,207215847,,
19.08.2020,209376412,,
20.08.2020,194632634,,
21.08.2020,182521870,,
22.08.2020,200041938,,
23.08.2020,221543138,,
24.08.2020,248777138,,
25.08.2020,254512466,,
26.08.2020,271041752,,
27.08.2020,278571020,,
28.08.2020,272263649,,
29.08.2020,289015207,,
30.08.2020,317105347,,
31.08.2020,332283709,,
01.09.2020,354678020,,
02.09.2020,365738499,,
03.09.2020,374075700,,
04.09.2020,305006994,,
05.09.2020,337918944,,
06.09.2020,392946878,,
07.09.2020,394616923,,
08.09.2020,368542215,,
09.09.2020,326575952,,
10.09.2020,358333041,,
11.09.2020,346579393,,
12.09.2020,328845278,,
13.09.2020,315538093,,
14.09.2020,275867676,,
15.09.2020,244629900,,
16.09.2020,253623690,,
17.09.2020,329115377,,
18.09.2020,374140744,,
19.09.2020,375578227,,
20.09.2020,373150701,,
21.09.2020,364812925,,
22.09.2020,343553899,,
23.09.2020,323270549,,
24.09.2020,356466743,,
25.09.2020,513193400,,
26.09.2020,706028512,,
27.09.2020,755501577,,
28.09.2020,783214989,,
29.09.2020,796306091,,
30.09.2020,687149873,,
01.10.2020,702380581,,
02.10.2020,658035071,,
03.10.2020,688835093,,
04.10.2020,762401611,,
05.10.2020,862987522,,
06.10.2020,878034312,,
07.10.2020,901102389,,
08.10.2020,886103661,,
09.10.2020,838025219,,
10.10.2020,978073079,,
11.10.2020,1094436329,,
12.10.2020,1159202164,,
13.10.2020,1199025911,,
14.10.2020,1288432964,,
15.10.2020,1289308506,,
16.10.2020,1269455784,,
17.10.2020,1259083905,,
18.10.2020,1270831677,,
19.10.2020,1278370777,,
20.10.2020,1261171906,,
21.10.2020,1010533353,,
22.10.2020,815782200,,
23.10.2020,863005059,,
24.10.2020,908020503,,
25.10.2020,935694199,,
26.10.2020,1119821955,,
27.10.2020,1189018516,,
28.10.2020,1126073420,,
29.10.2020,1177480650,,
30.10.2020,1040724873,,
31.10.2020,934400242,,
01.11.2020,908094367,,
02.11.2020,705724434,,
03.11.2020,1023529605,,
04.11.2020,1293803575,,
05.11.2020,1444902221,,
06.11.2020,1429456047,,
07.11.2020,1391689589,,
08.11.2020,1370327577,,
09.11.2020,1414704293,,
10.11.2020,1512068946,,
11.11.2020,1451956608,,
12.11.2020,1409874344,,
13.11.2020,1327376307,,
14.11.2020,1125509265,,
15.11.2020,1113807812,,
16.11.2020,1266158001,,
17.11.2020,1269764859,,
18.11.2020,1233562723,,
19.11.2020,1444838305,,
20.11.2020,1758642948,,
21.11.2020,1783298928,,
22.11.2020,1653722643,,
23.11.2020,1688956576,,
24.11.2020,1802925508,,
25.11.2020,1877967868,,
26.11.2020,1851919240,,
27.11.2020,1901600881,,
28.11.2020,1988786372,,
29.11.2020,2148472052,,
30.11.2020,2297770547,,
01.12.2020,2136515778,,
02.12.2020,2191610749,,
03.12.2020,2242885479,,
04.12.2020,2130210338,,
05.12.2020,2052754727,,
06.12.2020,1984826978,,
07.12.2020,2038727674,,
08.12.2020,2079591881,,
09.12.2020,2177375625,,
10.12.2020,2257842166,,
11.12.2020,2197010671,,
12.12.2020,1969369016,,
13.12.2020,1863753904,,
14.12.2020,1852899238,,
15.12.2020,1754272875,,
16.12.2020,1686990062,,
17.12.2020,1721909279,,
18.12.2020,1782045260,,
19.12.2020,1734442371,,
20.12.2020,1721471506,,
21.12.2020,1740573841,,
22.12.2020,1423431572,,
23.12.2020,1416052177,,
24.12.2020,1680549744,,
25.12.2020,1946700090,,
26.12.2020,2076435208,,
27.12.2020,2141032328,,
28.12.2020,2090363571,,
29.12.2020,2111868222,,
30.12.2020,2107271269,,
31.12.2020,2132770198,,
01.01.2021,2074010750,,
02.01.2021,2102156928,,
03.01.2021,2195821196,,
04.01.2021,2322479735,,
05.01.2021,2299549046,,
06.01.2021,2293622557,,
07.01.2021,2332807709,,
08.01.2021,2339581443,,
09.01.2021,2337852944,,
10.01.2021,2376889325,,
11.01.2021,2498285085,,
12.01.2021,2365830645,,
13.01.2021,2381241887,,
14.01.2021,2457115962,,
15.01.2021,2517491817,,
16.01.2021,2546760942,,
17.01.2021,2477295662,,
18.01.2021,2357237052,,
19.01.2021,2236937302,,
20.01.2021,1985027202,,
21.01.2021,1819910658,,
22.01.2021,1923253170,,
23.01.2021,2061248512,,
24.01.2021,2231350633,,
25.01.2021,2368523506,,
26.01.2021,2367809403,,
27.01.2021,2335138295,,
28.01.2021,2150047253,,
29.01.2021,2056873093,,
30.01.2021,2254236849,,
31.01.2021,2389315669,,
01.02.2021,2344597565,,
02.02.2021,2069936109,,
03.02.2021,1857357169,,
04.02.2021,1902763644,,
05.02.2021,1960532356,,
06.02.2021,2183457047,,
07.02.2021,2591585593,,
08.02.2021,2929871049,,
09.02.2021,3068967696,,
10.02.2021,3147500808,,
11.02.2021,3107058907,,
12.02.2021,3188028573,,
13.02.2021,3151506582,,
14.02.2021,2982257444,,
15.02.2021,2805763309,,
16.02.2021,2243028220,,
17.02.2021,1957287491,,
18.02.2021,1837585925,,
19.02.2021,1736552198,,
20.02.2021,1483610493,,
21.02.2021,1377837330,,
22.02.2021,1453435560,,
23.02.2021,1255708350,,
24.02.2021,1115376925,,
25.02.2021,1114653339,,
26.02.2021,1436430763,,
27.02.2021,1631459942,,
28.02.2021,1677029353,,
01.03.2021,1754953822,,
02.03.2021,1635271856,,
03.03.2021,1569483854,,
04.03.2021,1747530200,,
05.03.2021,1985077253,,
06.03.2021,2005938694,,
07.03.2021,1991994175,,
08.03.2021,2028700685,,
09.03.2021,2042012692,,
10.03.2021,1856291583,,
11.03.2021,1673031422,,
12.03.2021,1708564664,,
13.03.2021,1763232192,,
14.03.2021,1823325933,,
15.03.2021,1880414311,,
16.03.2021,1902458292,,
17.03.2021,1987838705,,
18.03.2021,2013639567,,
19.03.2021,2078230164,,
20.03.2021,1996392237,,
21.03.2021,1891914192,,
22.03.2021,1862735768,,
23.03.2021,1775366255,,
24.03.2021,1488368719,,
25.03.2021,1351210987,,
26.03.2021,1169094582,,
27.03.2021,1406954739,,
28.03.2021,1340600578,,
29.03.2021,1048364975,,
30.03.2021,876096337,,
31.03.2021,740167402,,
01.04.2021,819184927,,
02.04.2021,1183525118,,
03.04.2021,1282026172,,
04.04.2021,1393370859,,
05.04.2021,1731943859,,
06.04.2021,1992460039,,
07.04.2021,2083218646,,
08.04.2021,1915203012,,
09.04.2021,1528588678,,
10.04.2021,1423742356,,
11.04.2021,1443937847,,
12.04.2021,1737881285,,
13.04.2021,1735091708,,
14.04.2021,1765789942,,
15.04.2021,1714475253,,
16.04.2021,1599370558,,
17.04.2021,1458403927,,
18.04.2021,1337182288,,
19.04.2021,1284912587,,
20.04.2021,1094943219,,
21.04.2021,1058210490,,
22.04.2021,1228606201,,
23.04.2021,1180199500,,
24.04.2021,1119513053,,
25.04.2021,1183831369,,
26.04.2021,1200389984,,
27.04.2021,1101350495,,
28.04.2021,886393448,,
29.04.2021,1005987890,,
30.04.2021,1145346822,,
01.05.2021,1082928670,,
02.05.2021,1225605478,,
03.05.2021,1199622778,,
04.05.2021,1209883942,,
05.05.2021,1330876737,,
06.05.2021,1335632421,,
07.05.2021,1334658288,,
08.05.2021,1035035456,,
09.05.2021,540408780,,
10.05.2021,459407460,,
11.05.2021,621066934,,
12.05.2021,705834017,,
13.05.2021,738156234,,
14.05.2021,751641988,,
15.05.2021,782191121,,
16.05.2021,778922787,,
17.05.2021,820525713,,
18.05.2021,853511649,,
19.05.2021,838319710,,
20.05.2021,786496813,,
21.05.2021,740901897,,
22.05.2021,827389869,,
23.05.2021,800632132,,
24.05.2021,728600043,,
25.05.2021,890194852,,
26.05.2021,915661545,,
27.05.2021,943277908,,
28.05.2021,763769663,,
29.05.2021,674374278,,
30.05.2021,583070274,,
31.05.2021,485215606,,
01.06.2021,411631229,,
02.06.2021,347547303,,
03.06.2021,296687739,,
04.06.2021,275606309,,
05.06.2021,292011904,,
06.06.2021,351995169,,
07.06.2021,332990614,,
08.06.2021,310250382,,
09.06.2021,283215520,,
10.06.2021,268731063,,
11.06.2021,248534890,,
12.06.2021,265446340,,
13.06.2021,305259189,,
14.06.2021,267845367,,
15.06.2021,253857368,,
16.06.2021,236950753,,
17.06.2021,209260528,,
18.06.2021,201779263,,
19.06.2021,190790596,,
20.06.2021,197143423,,
21.06.2021,234110247,,
22.06.2021,278425588,,
23.06.2021,277831934,,
24.06.2021,289022530,,
25.06.2021,268854327,,
26.06.2021,243727812,,
27.06.2021,229828069,,
28.06.2021,215541181,,
29.06.2021,230119621,,
30.06.2021,277135308,,
01.07.2021,334926987,,
02.07.2021,301885672,,
03.07.2021,253641517,,
04.07.2021,253394335,,
05.07.2021,257330188,,
06.07.2021,252352402,,
07.07.2021,260682748,,
08.07.2021,268285783,,
09.07.2021,282227507,,
10.07.2021,259729832,,
11.07.2021,254329121,,
12.07.2021,236663728,,
13.07.2021,240301272,,
14.07.2021,273791136,,
15.07.2021,261330402,,
16.07.2021,256060096,,
17.07.2021,239750254,,
18.07.2021,231261417,,
19.07.2021,246466146,,
20.07.2021,255938179,,
21.07.2021,237907315,,
22.07.2021,223625868,,
23.07.2021,224205061,,
24.07.2021,223624859,,
25.07.2021,205773357,,
26.07.2021,188513793,,
27.07.2021,199899947,,
28.07.2021,221444653,,
29.07.2021,245239661,,
30.07.2021,223082595,,
31.07.2021,243426718,,
01.08.2021,268059079,,
02.08.2021,290553216,,
03.08.2021,302673229,,
04.08.2021,287938159,,
05.08.2021,277604050,,
06.08.2021,272833050,,
07.08.2021,262266052,,
08.08.2021,291251669,,
09.08.2021,290385200,,
10.08.2021,281350019,,
11.08.2021,264234448,,
12.08.2021,240882977,,
13.08.2021,226358534,,
14.08.2021,221280174,,
15.08.2021,217695700,,
16.08.2021,276855764,,
17.08.2021,334800231,,
18.08.2021,320581219,,
19.08.2021,308012135,,
20.08.2021,293129548,,
21.08.2021,264458346,,
22.08.2021,276806450,,
23.08.2021,308061242,,
24.08.2021,332521744,,
25.08.2021,336744051,,
26.08.2021,370485357,,
27.08.2021,409021131,,
28.08.2021,415581002,,
29.08.2021,445811731,,
30.08.2021,421129527,,
31.08.2021,408976136,,
01.09.2021,407999797,,
02.09.2021,387228049,,
03.09.2021,349354474,,
04.09.2021,351493629,,
05.09.2021,349957845,,
06.09.2021,328352685,,
07.09.2021,310408072,,
08.09.2021,297762119,,
09.09.2021,274298763,,
10.09.2021,256219045,,
11.09.2021,268137795,,
12.09.2021,297259238,,
13.09.2021,320686234,,
14.09.2021,305330807,,
15.09.2021,298457310,,
16.09.2021,350470764,,
17.09.2021,396812590,,
18.09.2021,407411834,,
19.09.2021,476518585,,
20.09.2021,563270531,,
21.09.2021,605509748,,
22.09.2021,590175742,,
23.09.2021,548157177,,
24.09.2021,514783600,,
25.09.2021,434796380,,
26.09.2021,382627499,,
27.09.2021,393538144,,
28.09.2021,494709025,,
29.09.2021,631583020,,
30.09.2021,730344418,,
01.10.2021,674461173,,
02.10.2021,580725417,,
03.10.2021,536371792,,
04.10.2021,669497546,,
05.10.2021,729807866,,
06.10.2021,824443626,,
07.10.2021,835060363,,
08.10.2021,858073706,,
09.10.2021,899048906,,
10.10.2021,1021798938,,
11.10.2021,1068408721,,
12.10.2021,1139216757,,
13.10.2021,1186858337,,
14.10.2021,1114859560,,
15.10.2021,1105070133,,
16.10.2021,1167290893,,
17.10.2021,1169987221,,
18.10.2021,1133456945,,
19.10.2021,1021633154,,
20.10.2021,844391782,,
21.10.2021,1045673896,,
22.10.2021,1284193065,,
23.10.2021,1290569356,,
24.10.2021,1325944873,,
25.10.2021,1333398117,,
26.10.2021,1170095260,,
27.10.2021,1102247632,,
28.10.2021,1145191788,,
29.10.2021,1153355258,,
30.10.2021,1192742565,,
31.10.2021,978800243,,
01.11.2021,1134781620,,
02.11.2021,1297742928,,
03.11.2021,1408118449,,
04.11.2021,1492249707,,
05.11.2021,1461158659,,
06.11.2021,1446374357,,
07.11.2021,1456371418,,
08.11.2021,1491208692,,
09.11.2021,1524796766,,
10.11.2021,1698172487,,
11.11.2021,1719413963,,
12.11.2021,1711018870,,
13.11.2021,1602837093,,
14.11.2021,1520438352,,
15.11.2021,1663524155,,
16.11.2021,1721380193,,
17.11.2021,1720646991,,
18.11.2021,1607520310,,
19.11.2021,1464505051,,
20.11.2021,1429620896,,
21.11.2021,1577475534,,
22.11.2021,1842760085,,
23.11.2021,1884126493,,
24.11.2021,1861632565,,
25.11.2021,1973260372,,
26.11.2021,2008363850,,
27.11.2021,2014954090,,
28.11.2021,2063702014,,
29.11.2021,2190664381,,
30.11.2021,2085467427,,
01.12.2021,1893830093,,
02.12.2021,2149640222,,
03.12.2021,2232960250,,
04.12.2021,2048664465,,
05.12.2021,2058869041,,
06.12.2021,2208590765,,
07.12.2021,2214530915,,
08.12.2021,2196624848,,
09.12.2021,2221616973,,
10.12.2021,2225641389,,
11.12.2021,2212911800,,
12.12.2021,2029315515,,
13.12.2021,1805970584,,
14.12.2021,1770016119,,
15.12.2021,1694060020,,
16.12.2021,1697989626,,
17.12.2021,1740207416,,
18.12.2021,1781406863,,
19.12.2021,1849108155,,
20.12.2021,2168698539,,
21.12.2021,2480134199,,
22.12.2021,2615673977,,
23.12.2021,2379645543,,
24.12.2021,2004143673,,
25.12.2021,2322068501,,
26.12.2021,2437226469,,
27.12.2021,2213624871,,
28.12.2021,1949558277,,
29.12.2021,1739834192,,
30.12.2021,1393868319,,
31.12.2021,1268046607,,
01.01.2022,1252753266,,
02.01.2022,1360625085,,
03.01.2022,1479027603,,
04.01.2022,1645952383,,
05.01.2022,2002780611,,
06.01.2022,2140839885,,
07.01.2022,2228729560,,
08.01.2022,2194061926,,
09.01.2022,2133477725,,
10.01.2022,2223632537,,
11.01.2022,2312254854,,
12.01.2022,2289370704,,
13.01.2022,2262362036,,
14.01.2022,2210558821,,
15.01.2022,2191562702,,
16.01.2022,2181553228,,
17.01.2022,2113106286,,
18.01.2022,2024411194,,
19.01.2022,2140840949,,
20.01.2022,2316597548,,
21.01.2022,2275575019,,
22.01.2022,2053440811,,
23.01.2022,1968577669,,
24.01.2022,2062862378,,
25.01.2022,2171196616,,
26.01.2022,2279417607,,
27.01.2022,2210985237,,
28.01.2022,2085516758,,
29.01.2022,1923781399,,
30.01.2022,1980528191,,
31.01.2022,2157531776,,
01.02.2022,2125076888,,
02.02.2022,1955667975,,
03.02.2022,1859137124,,
04.02.2022,1876605692,,
05.02.2022,1934449396,,
06.02.2022,1969825385,,
07.02.2022,2076997308,,
08.02.2022,1874880755,,
09.02.2022,1721810418,,
10.02.2022,1811410807,,
11.02.2022,2043748308,,
12.02.2022,2094707296,,
13.02.2022,1909002541,,
14.02.2022,1734197359,,
15.02.2022,1756881896,,
16.02.2022,1632848941,,
17.02.2022,1618385655,,
18.02.2022,1659063372,,
19.02.2022,1771331073,,
20.02.2022,1723904674,,
21.02.2022,1925440055,,
22.02.2022,1847915614,,
23.02.2022,1669124470,,
24.02.2022,1722604396,,
25.02.2022,1952413453,,
26.02.2022,1903928342,,
27.02.2022,1896297426,,
28.02.2022,1955543153,,
01.03.2022,1949230941,,
02.03.2022,1940609843,,
03.03.2022,1933855702,,
04.03.2022,1995911515,,
05.03.2022,1970611827,,
06.03.2022,2062068054,,
07.03.2022,2058638710,,
08.03.2022,1913393078,,
09.03.2022,1747108375,,
10.03.2022,1600054587,,
11.03.2022,1607691332,,
12.03.2022,1489418177,,
13.03.2022,1374906836,,
14.03.2022,1447277773,,
15.03.2022,1524676880,,
16.03.2022,1397217094,,
17.03.2022,1496129360,,
18.03.2022,1414433322,,
19.03.2022,1417150571,,
20.03.2022,1384831325,,
21.03.2022,1268747521,,
22.03.2022,1173830492,,
23.03.2022,1100568235,,
24.03.2022,1062509328,,
25.03.2022,1026859991,,
26.03.2022,934967143,,
27.03.2022,956140525,,
28.03.2022,962827111,,
29.03.2022,1052426109,,
30.03.2022,1247158962,,
31.03.2022,1526473534,,
01.04.2022,1860611518,,
02.04.2022,1903990736,,
03.04.2022,1799333858,,
04.04.2022,1828848551,,
05.04.2022,1580489751,,
06.04.2022,1346210778,,
07.04.2022,1337262787,,
08.04.2022,1498092506,,
09.04.2022,1536490413,,
10.04.2022,1522531890,,
11.04.2022,1274257570,,
12.04.2022,938551278,,
13.04.2022,724021591,,
14.04.2022,718785311,,
15.04.2022,885138101,,
16.04.2022,938260167,,
17.04.2022,902752033,,
18.04.2022,843253313,,
19.04.2022,847510774,,
20.04.2022,860879916,,
21.04.2022,883081243,,
22.04.2022,828861212,,
23.04.2022,763365640,,
24.04.2022,857620520,,
25.04.2022,937098548,,
26.04.2022,948753066,,
27.04.2022,875351519,,
28.04.2022,785623938,,
29.04.2022,764315403,,
30.04.2022,816820587,,
01.05.2022,800946007,,
02.05.2022,681788792,,
03.05.2022,649717338,,
04.05.2022,634291608,,
05.05.2022,616627648,,
06.05.2022,552963044,,
07.05.2022,494047593,,
08.05.2022,522818046,,
09.05.2022,443422141,,
10.05.2022,354520923,,
11.05.2022,317977344,,
12.05.2022,343927073,,
13.05.2022,389310681,,
14.05.2022,367986292,,
15.05.2022,339211187,,
16.05.2022,313241704,,
17.05.2022,298295920,,
18.05.2022,272304249,,
19.05.2022,250560875,,
20.05.2022,266709313,,
21.05.2022,316942340,,
22.05.2022,309578162,,
23.05.2022,287784865,,
24.05.2022,337086519,,
25.05.2022,343175078,,
26.05.2022,336219538,,
27.05.2022,376411641,,
28.05.2022,441574081,,
29.05.2022,518488210,,
30.05.2022,532394814,,
31.05.2022,469219777,,
01.06.2022,459219863,,
02.06.2022,420923946,,
03.06.2022,335665428,,
04.06.2022,293120861,,
05.06.2022,278652925,,
06.06.2022,283806742,,
07.06.2022,306595173,,
08.06.2022,309505618,,
09.06.2022,328724745,,
10.06.2022,292776073,,
11.06.2022,252126280,,
12.06.2022,249137820,,
13.06.2022,295327078,,
14.06.2022,296059384,,
15.06.2022,261741651,,
16.06.2022,241008480,,
17.06.2022,227141845,,
18.06.2022,205129922,,
19.06.2022,222631804,,
20.06.2022,261782705,,
21.06.2022,254095558,,
22.06.2022,237013191,,
23.06.2022,208021699,,
24.06.2022,210451785,,
25.06.2022,200838926,,
26.06.2022,200794838,,
27.06.2022,217474259,,
28.06.2022,222708989,,
29.06.2022,206944729,,
30.06.2022,202090476,,
01.07.2022,236455076,,
02.07.2022,215867543,,
03.07.2022,201900748,,
04.07.2022,210586480,,
05.07.2022,217891194,,
06.07.2022,231124473,,
07.07.2022,258095022,,
08.07.2022,253273012,,
09.07.2022,237308890,,
10.07.2022,262786648,,
11.07.2022,251448348,,
12.07.2022,227801746,,
13.07.2022,203313175,,
14.07.2022,215616336,,
15.07.2022,226103248,,
16.07.2022,227687993,,
17.07.2022,222357834,,
18.07.2022,197468674,,
19.07.2022,185801496,,
20.07.2022,172328912,,
21.07.2022,189826302,,
22.07.2022,191654517,,
23.07.2022,193102055,,
24.07.2022,183912856,,
25.07.2022,172213230,,
26.07.2022,185726324,,
27.07.2022,214769029,,
28.07.2022,215619464,,
29.07.2022,200398539,,
30.07.2022,190159911,,
31.07.2022,188163134,,
01.08.2022,189238765,,
02.08.2022,189568763,,
03.08.2022,175188992,,
04.08.2022,167703985,,
05.08.2022,187755516,,
06.08.2022,198420118,,
07.08.2022,198425331,,
08.08.2022,199112058,,
09.08.2022,190905712,,
10.08.2022,180768531,,
11.08.2022,182058996,,
12.08.2022,177783627,,
13.08.2022,169921664,,
14.08.2022,169198735,,
15.08.2022,162754051,,
16.08.2022,173039078,,
17.08.2022,175989015,,
18.08.2022,180677859,,
19.08.2022,180659968,,
20.08.2022,183949825,,
21.08.2022,187317902,,
22.08.2022,187197666,,
23.08.2022,187029111,,
24.08.2022,179556493,,
25.08.2022,174616698,,
26.08.2022,176453158,,
27.08.2022,187184398,,
28.08.2022,195813820,,
29.08.2022,204586948,,
30.08.2022,208029851,,
31.08.2022,219103459,,
01.09.2022,220042512,,
02.09.2022,220218456,,
03.09.2022,213243110,,
04.09.2022,207559667,,
05.09.2022,198884847,,
06.09.2022,199425019,,
07.09.2022,200347324,,
08.09.2022,223558149,,
09.09.2022,233637664,,
10.09.2022,242152447,,
11.09.2022,256041896,,
12.09.2022,245631729,,
13.09.2022,234406948,,
14.09.2022,258803707,,
15.09.2022,286439281,,
16.09.2022,344760573,,
17.09.2022,404304811,,
18.09.2022,489665123,,
19.09.2022,535038264,,
20.09.2022,569772809,,
21.09.2022,591786050,,
22.09.2022,572683504,,
23.09.2022,540358949,,
24.09.2022,528353256,,
25.09.2022,540811720,,
26.09.2022,615376006,,
27.09.2022,707529817,,
28.09.2022,774706408,,
29.09.2022,777151570,,
30.09.2022,728667463,,
01.10.2022,721397117,,
02.10.2022,662834057,,
03.10.2022,669009127,,
04.10.2022,637438614,,
05.10.2022,553032083,,
06.10.2022,550920264,,
07.10.2022,586261181,,
08.10.2022,616857172,,
09.10.2022,677396050,,
10.10.2022,645188742,,
11.10.2022,693970449,,
12.10.2022,726711686,,
13.10.2022,696801117,,
14.10.2022,620094821,,
15.10.2022,543719908,,
16.10.2022,499165760,,
17.10.2022,449526167,,
18.10.2022,487274007,,
19.10.2022,616852904,,
20.10.2022,692506945,,
21.10.2022,608170746,,
22.10.2022,556188532,,
23.10.2022,560218037,,
24.10.2022,540765666,,
25.10.2022,586783094,,
26.10.2022,581680421,,
27.10.2022,526995539,,
28.10.2022,436704779,,
29.10.2022,458573068,,
30.10.2022,458732471,,
31.10.2022,522784921,,
01.11.2022,558543538,,
02.11.2022,700750630,,
03.11.2022,783858408,,
04.11.2022,848481734,,
05.11.2022,927698842,,
06.11.2022,955374239,,
07.11.2022,900835354,,
08.11.2022,830057258,,
09.11.2022,810686438,,
10.11.2022,875403429,,
11.11.2022,973572708,,
12.11.2022,1060752973,,
13.11.2022,1122268882,,
14.11.2022,1171877514,,
15.11.2022,1037072179,,
16.11.2022,1082453012,,
17.11.2022,1198643524,,
18.11.2022,1378541856,,
19.11.2022,1626317251,,
20.11.2022,1657413564,,
21.11.2022,1675492594,,
22.11.2022,1602096850,,
23.11.2022,1456061750,,
24.11.2022,1435244914,,
25.11.2022,1409964452,,
26.11.2022,1408319609,,
27.11.2022,1482402228,,
28.11.2022,1514612493,,
29.11.2022,1471521073,,
30.11.2022,1532386482,,
01.12.2022,1661196578,,
02.12.2022,1790549625,,
03.12.2022,1864122219,,
04.12.2022,1854624263,,
05.12.2022,1817565458,,
06.12.2022,1792730503,,
07.12.2022,2638711817,,
08.12.2022,1893329769,,
09.12.2022,1986871342,,
10.12.2022,2062623155,,
11.12.2022,2146730180,,
12.12.2022,2334925867,,
13.12.2022,2506954194,,
14.12.2022,2571945553,,
15.12.2022,2589508321,,
16.12.2022,2310119419,,
17.12.2022,2662133084,,
18.12.2022,2611695554,,
19.12.2022,2202925926,,
20.12.2022,1912149087,,
21.12.2022,1576503801,,
22.12.2022,1431209549,,
23.12.2022,1335727299,,
24.12.2022,1444093251,,
25.12.2022,1231792077,,
26.12.2022,1326435998,,
27.12.2022,1582825125,,
28.12.2022,1451555758,,
29.12.2022,1327083575,,
30.12.2022,1320073199,,
31.12.2022,941252086,,
01.01.2023,990937760,,
02.01.2023,1071834904,,
03.01.2023,1288322476,,
04.01.2023,938451305,,
05.01.2023,1210480885,,
06.01.2023,1136609196,,
07.01.2023,1184794892,,
08.01.2023,1254762178,,
