"Gasday","HGasSLPsyn","HGasSLPana","LGasSLPsyn","LGasSLPana","HGasRLMmT","LGasRLMmT","HGasRLMoT","LGasRLMoT","Status","Unit"
2022-06-17,155319336,36732312,35367672,11220792,833291856,130877520,36107801,3612835,final,kWh
2022-06-18,123938160,34698120,26137008,10289904,686705592,111570072,31571168,2095059,final,kWh
2022-06-19,129780432,33843600,31728024,9535464,735719280,115574880,32053295,2558602,final,kWh
2022-06-20,159950160,34911504,40529736,9075192,997689168,145757616,39086156,9106646,final,kWh
2022-06-21,172190400,36637464,40443360,10278672,1036721160,144527904,36811820,7238867,final,kWh
2022-06-22,164619528,37997712,38619120,11565672,1069963536,142791216,38453737,8358854,final,kWh
2022-06-23,144204672,36015120,31939176,10854384,981271200,137549304,30907137,6289110,final,kWh
2022-06-24,144809664,33763536,31393512,10008696,938497296,134625768,33427217,4374396,final,kWh
2022-06-25,134967888,31956192,28788528,9030720,713359608,112722192,31091618,4019709,final,kWh
2022-06-26,135229968,31265472,29623512,9054168,763539168,115244424,29718979,5599520,final,kWh
2022-06-27,143695272,31293600,32453352,8903112,1001711976,142482720,31981446,9981309,final,kWh
2022-06-28,152399664,31535736,34433880,9669936,982766496,142493040,36841190,8886180,final,kWh
2022-06-29,155796960,33467424,33722616,10489968,1030458984,147583464,32674654,10656980,final,kWh
2022-06-30,139373184,31893192,30121056,10075656,1005890280,136720536,31921475,8213090,final,kWh
2022-07-01,163849896,33588816,33610824,9531048,912524136,134363472,33375741,7836605,final,kWh
2022-07-02,158062056,33218592,32780664,9302760,714679368,110911512,30402192,5613665,final,kWh
2022-07-03,148894584,34358544,32740176,10032288,718633704,109308696,28985420,5605609,final,kWh
2022-07-04,158623440,33528624,34759968,9410352,915107520,133874928,33180742,8739251,final,kWh
2022-07-05,163331328,32188320,37509792,9150384,923801976,138328272,31956949,8518626,final,kWh
2022-07-06,182634336,33107160,41138928,9599496,892062384,138724272,38251104,7432778,final,kWh
2022-07-07,202145568,35351640,45012912,9733272,886148208,142351344,35058319,5814938,final,kWh
2022-07-08,204132312,36857232,42546984,10594272,846862392,137251848,34666601,7100832,final,kWh
2022-07-09,196101408,39143664,41890872,11052408,695823576,112123800,29559975,4907692,final,kWh
2022-07-10,212152536,40390344,44163936,10516032,722796960,114291408,30854994,5488509,final,kWh
2022-07-11,201885192,38274792,41740896,9890400,1007428752,134755704,34092379,11853321,final,kWh
2022-07-12,167042280,38332968,32653392,10872408,974379816,132041280,32919907,10354796,final,kWh
2022-07-13,143723544,35716800,29246784,10495368,943097760,131820552,31440452,3197348,final,kWh
2022-07-14,145043136,35025720,31744824,9720648,901351824,131730360,32787907,932393,final,kWh
2022-07-15,162656472,35233224,36072432,9240936,869998032,128108712,35849397,4722797,final,kWh
2022-07-16,170658600,34060080,38786280,9607032,670538304,107779632,34050511,3123577,final,kWh
2022-07-17,166699320,35509944,35367072,9921360,738650040,107450016,33773991,3584514,final,kWh
2022-07-18,140327832,33969360,29213976,9865656,998520000,121410048,35551270,5723299,final,kWh
2022-07-19,117299424,30992448,23010024,9260736,929205120,117862320,38547280,6173662,final,kWh
2022-07-20,109414296,28337760,21906840,8590824,931152672,116308488,33814137,7729123,final,kWh
2022-07-21,117129216,28433520,25826184,7895568,1023281328,117996936,34280796,11665840,final,kWh
2022-07-22,124532976,28489176,28252896,7883472,969965112,115980288,33969230,6739607,final,kWh
2022-07-23,133660824,30250296,30070344,8734824,735216312,98450160,33612719,2480231,final,kWh
2022-07-24,129110208,29483880,28527624,9272424,707388936,96471144,30860563,745891,final,kWh
2022-07-25,122155776,28328544,27180360,9137352,817688928,115097304,33302160,767875,final,kWh
2022-07-26,136239456,28644888,30327504,8315592,954507888,118172856,34526115,4474647,final,kWh
2022-07-27,157140816,30287448,35304120,8313192,933576816,121195392,34526677,3902812,final,kWh
2022-07-28,161457000,31272552,35707104,8985720,894924360,120284112,33320730,3059763,final,kWh
2022-07-29,156543720,31782240,33935880,9611472,858154512,116094480,33793919,881427,final,kWh
2022-07-30,147813504,31735776,30920328,9244584,647552016,99312168,33572074,1600173,final,kWh
2022-07-31,139396824,30456384,29903544,8941968,649181328,98351376,30467069,1902218,final,kWh
2022-08-01,141471024,30045792,30309120,8594256,876869136,114498624,32941932,3790487,final,kWh
2022-08-02,135199896,29120544,27761448,8487000,818573304,115465320,31449155,839481,final,kWh
2022-08-03,119750808,28444296,24259056,8725656,844908864,112312584,30736979,4014680,final,kWh
2022-08-04,111033768,27747720,23031744,8285112,862475208,112631736,30511082,4187011,final,kWh
2022-08-05,119493864,27386976,26353464,7935192,763474440,116263560,30590251,947814,final,kWh
2022-08-06,140486928,27491856,31352496,8123304,629672256,98891208,30153710,928606,final,kWh
2022-08-07,155215272,28526520,34483464,8731104,636816648,99754248,28545881,773235,final,kWh
2022-08-08,159780360,30242688,34377384,9132960,773384280,122727888,31945838,1301576,final,kWh
2022-08-09,148399440,29900952,31073832,9237168,781613208,124118832,30673552,2166891,final,kWh
2022-08-10,137983464,30210816,28127424,8753256,794818992,125586600,31764622,756520,final,kWh
2022-08-11,129668136,29293584,25830240,8663160,818580360,126734160,32395996,2864567,final,kWh
2022-08-12,126465480,28583256,24434280,8391840,778126080,122214264,32064452,753469,final,kWh
2022-08-13,119575968,27279984,22768512,8008608,632013504,97259328,31580704,729328,final,kWh
2022-08-14,117693336,26625240,22495128,7782504,603253032,99014568,28622610,706583,final,kWh
2022-08-15,121907712,26685792,23246352,7855656,843779904,123050064,33245824,2367169,final,kWh
2022-08-16,120614112,25837320,23347632,7578792,942332256,125638632,33140988,6555610,final,kWh
2022-08-17,121255656,25703904,24656904,7845528,973413528,123588432,32891098,8406192,final,kWh
2022-08-18,127383696,25936656,26304960,7855200,965287248,128651880,33790574,6846065,final,kWh
2022-08-19,133637304,26609280,27148896,8087160,897381840,121139040,32997831,782230,final,kWh
2022-08-20,143793192,26943192,28735056,8488608,631849176,100812744,32778493,810000,final,kWh
2022-08-21,150398136,27686688,29799000,8074776,722367768,101878248,31280213,703796,final,kWh
2022-08-22,154096848,28914216,29678400,8159232,970282824,124169232,32552858,740123,final,kWh
2022-08-23,145985952,28762824,27508320,8554464,953451264,125668992,32904543,1020834,final,kWh
2022-08-24,135069984,28603464,25080912,8151744,961946784,123344592,32594067,5307062,final,kWh
2022-08-25,126575520,28127544,23895240,7895952,931750440,123082944,32594011,4265933,final,kWh
2022-08-26,126495384,27994392,24472296,7776576,922301352,121443264,33565346,11027947,final,kWh
2022-08-27,138235464,28029144,27321000,7738536,692111928,98520384,32596772,9767442,final,kWh
2022-08-28,156712560,29323896,32483832,8072688,640162104,101578368,31026345,6749475,final,kWh
2022-08-29,171621000,32040048,36667296,8724672,919237584,123912216,32910851,9703184,final,kWh
2022-08-30,171152016,33872616,35428704,9196968,917813136,123906192,33813881,10711848,final,kWh
2022-08-31,180714192,33542640,36186240,9165600,964105872,126244416,35311583,9624853,final,kWh
2022-09-01,191563848,33178080,34485936,8915904,953438304,121632000,35593441,9697382,final,kWh
2022-09-02,194580048,33849456,33393192,9134376,799603488,116346912,33478400,5604100,final,kWh
2022-09-03,197143392,34139304,33281808,9199560,613770600,96362304,32686473,1674829,final,kWh
2022-09-04,177125592,33345720,30114408,8820552,644698584,99245136,33601797,1809701,final,kWh
2022-09-05,162283560,32026896,28506864,8773848,806043024,121203816,34301982,7846073,final,kWh
2022-09-06,156817248,32486952,28122072,8798952,858405600,122288424,41616183,8894093,final,kWh
2022-09-07,155656992,31563360,28595280,8182440,918913632,126013704,43142146,8321001,final,kWh
2022-09-08,183768312,32372592,34436160,8402496,861697632,128872368,43799995,6733108,final,kWh
2022-09-09,208976568,33408624,40044840,8800680,811827384,123037512,46663567,5383612,final,kWh
2022-09-10,241532688,36616128,44841288,9405192,695254944,102753768,49268697,2093396,final,kWh
2022-09-11,251189112,37534776,45805896,9710976,728987688,106263216,50766914,2462050,final,kWh
2022-09-12,245493696,38446680,44166168,10382616,909542256,127876464,51176006,9605285,final,kWh
2022-09-13,224190192,38750952,42129768,10832760,913442544,128344872,53300675,8786386,final,kWh
2022-09-14,223620912,39656928,46327344,10812408,945728232,130916448,52793211,10609857,final,kWh
2022-09-15,256010496,40650864,53977344,10556592,847233576,130937856,47420861,6427908,final,kWh
2022-09-16,340592688,44549976,69295656,13009560,818034840,130596648,45562008,2632680,final,kWh
2022-09-17,440055624,46980840,82398744,15000696,702244416,108895416,42736207,884666,final,kWh
2022-09-18,522664752,57224328,94689480,16905432,726318144,117444672,44632406,908524,final,kWh
2022-09-19,549000048,64317192,97322448,18389376,927851496,141317832,55507358,1187039,final,kWh
2022-09-20,564642744,79558224,98628864,23751384,1105660224,144924480,58946255,5962615,final,kWh
2022-09-21,566572464,84490200,98921904,24552288,1100150088,145158816,58918731,4830658,final,kWh
2022-09-22,558169440,84296400,97781928,25799640,1046703216,146277240,58516726,5148972,final,kWh
2022-09-23,509801184,84314424,88061112,26499360,1005774936,139176096,60557861,6095986,final,kWh
2022-09-24,464019960,82848048,82725624,25528560,751223016,116916936,55728468,2343552,final,kWh
2022-09-25,471686544,79504848,86595432,24631176,762757368,116908032,52818889,2366133,final,kWh
2022-09-26,521804544,82899912,98854464,25329624,919003800,144261120,50021188,1108257,final,kWh
2022-09-27,599219904,88296696,115877400,26705856,1038833976,151780752,58443149,1040440,final,kWh
2022-09-28,673666344,97018392,129182832,32250672,1106904840,151960296,66188062,3920112,final,kWh
2022-09-29,710622288,105420672,136431072,35882544,1104867864,151164432,67818213,5777721,final,kWh
2022-09-30,670173552,109296456,124468920,37924944,938707608,145604928,53552566,3080683,final,kWh
2022-10-01,574196832,110035824,97994328,35952552,738659304,120737568,47345887,848302,final,kWh
2022-10-02,499360896,98489640,90032544,33324648,712480440,111970032,39702426,844954,final,kWh
2022-10-03,507929016,98423664,90642432,31127232,790006344,115176528,44009962,1051930,final,kWh
2022-10-04,514980048,95582616,87219408,28703184,923414496,141191712,51000328,2473919,final,kWh
2022-10-05,415538160,90117432,70158912,29066448,854555496,140203008,47024366,2231146,final,kWh
2022-10-06,412871256,86435376,74127552,28564944,896516424,145118784,49233817,2312002,final,kWh
2022-10-07,445426224,84118176,83600736,25295928,864587928,141473544,51616125,2410248,final,kWh
2022-10-08,483022296,84009480,94266024,26695992,757654008,124447248,50176379,3432665,final,kWh
2022-10-09,553880496,86205528,104940024,28607784,767419896,125756952,50320593,2297828,final,kWh
2022-10-10,536717472,91038576,105985968,29636112,947117712,147517176,52862346,2403929,final,kWh
2022-10-11,572422272,96298176,115135728,32587152,1140260064,151076520,56543290,6140198,final,kWh
2022-10-12,590522304,100787520,120550752,30798480,1137235200,151238352,57434399,7072557,final,kWh
2022-10-13,573378912,99340560,116937936,35468688,1148767920,144674376,56836601,13120123,final,kWh
2022-10-14,503574168,97316064,100082424,35622312,1054780584,138842232,55111433,8503665,final,kWh
2022-10-15,409356888,91646688,83272896,32085504,732994800,115909152,50772775,2248898,final,kWh
2022-10-16,372596136,83641440,79294992,29228160,755601552,111361728,48775084,2235199,final,kWh
2022-10-17,323059776,75457944,67078944,25073040,1027677624,133175688,53779123,3289173,final,kWh
2022-10-18,345100872,75687576,73318752,24246840,1123386552,140701464,55047775,9255728,final,kWh
2022-10-19,461135904,82726896,96076224,22750464,1169404152,153475968,57316729,6445712,final,kWh
2022-10-20,518651880,86933880,103467408,25104312,1057656168,153577944,63627694,2766420,final,kWh
2022-10-21,448938216,87720648,88862016,30461352,1112565528,137399808,62317876,11023289,final,kWh
2022-10-22,418338648,90224424,81271512,31885968,884086488,121162152,51878522,2250885,final,kWh
2022-10-23,401768568,83872656,79687224,27662952,806787144,117698640,47342636,4618656,final,kWh
2022-10-24,374285712,77182704,74429376,26545008,999845736,143227320,47209484,4796183,final,kWh
2022-10-25,420737136,86085768,84541368,26842896,1146211776,148986984,57968790,8559890,final,kWh
2022-10-26,439779672,85998720,84596328,25719024,1105990152,146950008,59727424,10513405,final,kWh
2022-10-27,412346712,84535896,78209616,27088536,999884184,140612088,53158172,10162599,final,kWh
2022-10-28,349116888,77077392,63974664,24320376,934393488,129813288,47128285,9945502,final,kWh
2022-10-29,341222325,73937150,64863250,22195625,847786300,112937000,49599930,5926551,final,kWh
2022-10-30,341731656,66764280,65227032,17747280,859685856,106952424,50542767,5611884,final,kWh
2022-10-31,396200616,71217168,73527072,18377664,957478488,115785240,52981216,5723714,final,kWh
2022-11-01,441624888,72265968,78789480,20102784,866807664,124882320,50115174,4915432,final,kWh
2022-11-02,561706776,83489376,97182216,22968144,1053921552,150249240,61053118,4753926,final,kWh
2022-11-03,621136800,92108856,103984800,25074576,1100119632,153550608,58420948,2890303,final,kWh
2022-11-04,692847720,107202696,118724472,31365648,1118366496,152682408,58454918,2018032,final,kWh
2022-11-05,789545592,122653656,135749016,36370032,911381616,128905488,53849588,2162432,final,kWh
2022-11-06,827504616,132787008,141143880,39236832,884337792,130183536,51392491,2119538,final,kWh
2022-11-07,719948736,132943680,122753640,42549960,1022854152,150083160,55066420,1624607,final,kWh
2022-11-08,640134744,128265024,106176888,41267568,1020884976,150205632,56677048,770722,final,kWh
2022-11-09,603999984,122967312,103379208,39635136,1018524000,155394072,55173987,783636,final,kWh
2022-11-10,650580456,115663440,110780904,37430880,1021360416,158226720,58225627,765324,final,kWh
2022-11-11,731901456,117659328,120979392,37116168,1041627696,155224128,69505439,3305368,final,kWh
2022-11-12,815392704,131550768,141918984,39949896,951804312,133078656,64679335,5518890,final,kWh
2022-11-13,895268280,146835816,156805536,43279296,967974456,135633960,73699642,2369417,final,kWh
2022-11-14,923502600,152842176,171334536,45799032,1229151264,164940672,74498763,864214,final,kWh
2022-11-15,851879856,155183712,154063776,48020400,1135902432,154070856,63552711,803778,final,kWh
2022-11-16,843342120,166481568,150674040,53789880,1138313376,157666800,68606594,833603,final,kWh
2022-11-17,854923656,167245392,157380648,45003024,1154508480,159697152,76415084,2692828,final,kWh
2022-11-18,1007996688,195294696,196899408,46461048,1238738736,161890608,88578378,4933554,final,kWh
2022-11-19,1227193320,220365600,245654664,54925944,1128699696,149977872,84735003,4946543,final,kWh
2022-11-20,1327755816,238446528,268061544,59489256,1109806104,149605824,85050824,891524,final,kWh
2022-11-21,1330185000,247618104,268664952,72850560,1370420328,176756472,93918459,6351183,final,kWh
2022-11-22,1276673712,246069360,247241664,74589408,1307734080,174032304,91283022,3984349,final,kWh
2022-11-23,1137625752,233091360,212069664,71201976,1261899576,165138576,81562852,764465,final,kWh
2022-11-24,1063691856,219502920,189673104,67013304,1312451592,167053080,79536372,788303,final,kWh
2022-11-25,1061566440,210138504,183229680,63354336,1271365368,160675968,76602983,793838,final,kWh
2022-11-26,1049840760,210702456,186650016,61726608,1054556304,139536456,72903466,793253,final,kWh
2022-11-27,1134037296,209926584,199587096,61630416,1035709200,141562416,74431482,749371,final,kWh
2022-11-28,1158688728,218989272,204898104,64115928,1442946792,175559592,88597586,7063628,final,kWh
2022-11-29,1144021344,221149464,201109104,66264048,1548964512,177108240,95280064,8593335,final,kWh
2022-11-30,1162137744,218941008,213568440,67277496,1578845544,184248744,100137178,7984023,final,kWh
2022-12-01,1247337768,228691320,236892000,66204120,1621435632,189117816,113146427,8961580,final,kWh
2022-12-02,1351715064,240989880,256332816,71538672,1490952816,187775880,109473530,7676198,final,kWh
2022-12-03,1429030272,253235208,275705160,77614296,1336885800,159572832,118121942,5110045,final,kWh
2022-12-04,1430200128,259461408,279710784,83177904,1267735080,159600888,110518871,3490485,final,kWh
2022-12-05,1411456992,259247424,269155128,86738208,1589666328,191747904,110274088,9170729,final,kWh
2022-12-06,1394116824,257958432,262291752,89401128,1597466496,188097576,103533685,8431091,final,kWh
2022-12-07,1407776280,264101640,261237600,92964432,1570768632,188376960,110778835,7428702,final,kWh
2022-12-08,1459357896,255556296,270632808,87599160,1657757424,189463176,109085385,9394896,final,kWh
2022-12-09,1531765440,267960792,287412024,87132024,1632780504,189908616,110598183,8904196,final,kWh
2022-12-10,1568722032,280349568,296250264,90899808,1465733304,168913752,110171300,7268756,final,kWh
2022-12-11,1670651232,292330848,311350248,96553320,1510297248,173790696,111834716,8939581,final,kWh
2022-12-12,1780831152,306309744,326860896,99020352,1803696240,209253840,116819752,10938531,final,kWh
2022-12-13,1834512240,323010144,342228720,100848528,1819812288,215435472,126835255,11127820,final,kWh
2022-12-14,1831554576,329350992,350047776,107605392,1822245240,218444352,130302016,12793258,final,kWh
2022-12-15,1833500328,345971424,345954432,114594192,1806852696,220126224,128006363,12787781,final,kWh
2022-12-16,1862635920,355553664,345466176,119617896,1759188720,210287880,124913124,11716091,final,kWh
2022-12-17,1866105960,358602480,349389168,125499936,1494880464,188350968,120145936,10087154,final,kWh
2022-12-18,1858313616,353573856,341619096,124251840,1373136816,185124024,118411383,7359975,final,kWh
2022-12-19,1626178392,336288384,281282304,122305344,1418148360,180317208,105662076,4278929,final,kWh
2022-12-20,1339818552,309019632,223205568,117241512,1284749904,159689400,95100149,4796555,final,kWh
2022-12-21,1158285816,271332192,203825568,94257384,1157113608,154579392,86735521,3643405,final,kWh
2022-12-22,986393760,228198480,184345632,74169480,1045818960,144877032,85408523,3340230,final,kWh
2022-12-23,909479568,212439384,184092504,67576704,941372688,125809968,81771370,3263384,final,kWh
2022-12-24,872804688,197673288,175419120,64509936,797798520,104130096,77385151,681327,final,kWh
2022-12-25,877553616,190078704,177521496,61014648,765874728,101226600,67808129,600717,final,kWh
2022-12-26,881595696,191429880,184515168,60298296,801712008,111190128,64557376,633918,final,kWh
2022-12-27,1108437576,190314504,217066584,59388144,952992840,130389624,71262235,702217,final,kWh
2022-12-28,1056983904,204447528,199051344,63511584,905948232,122534088,68617153,679877,final,kWh
2022-12-29,955144704,198978240,182392656,70671744,837771744,122360088,60936931,691815,final,kWh
2022-12-30,919810440,197650560,178838568,64325352,810937392,120648288,60400250,695633,final,kWh
2022-12-31,641037216,157013256,127898976,59041152,665039136,93912648,48927147,567973,final,kWh
2023-01-01,603228792,157598520,120711000,59256744,700225848,99787200,48376942,722627,corrected,kWh
2023-01-02,675052296,147374760,138026136,46381200,942501576,145333032,57710535,953548,corrected,kWh
2023-01-03,842320848,164625288,168570528,47500224,1070891184,160292688,73526875,1009957,corrected,kWh
2023-01-04,865513824,171908712,162324456,52888104,1012700952,157375464,61359907,926605,corrected,kWh
2023-01-05,850157376,193075920,164788320,58648440,1063450248,156242856,74564851,995164,corrected,kWh
2023-01-06,845269872,185361648,163117752,56931912,983687208,151268328,72413122,961241,corrected,kWh
2023-01-07,869114328,181099992,159359736,55362336,882964848,129014208,64247966,832058,corrected,kWh
2023-01-08,907270584,181898256,165802584,54127704,933711168,135258720,69359192,854887,corrected,kWh
2023-01-09,1017042024,187650048,190764912,55314912,1204549176,172966848,80573638,1050299,corrected,kWh
2023-01-10,1075667688,195303336,202964520,57657384,1219378944,174398760,78094210,1035624,corrected,kWh
2023-01-11,1011727680,200671248,191727096,65225616,1184281176,166885704,74636663,896023,corrected,kWh
2023-01-12,939459144,207383136,178696872,66430440,1147136424,164534976,65861671,927435,corrected,kWh
2023-01-13,933800112,197740224,183236640,63801312,1156753200,163350888,70009345,982219,corrected,kWh
2023-01-14,918133872,193993392,182584608,63719136,998362608,138328032,65129473,937047,corrected,kWh
2023-01-15,1004704056,199245792,201185928,67263168,1054198224,146964888,69376537,1251787,corrected,kWh
2023-01-16,1187049408,212771136,232763304,68899320,1356328416,184116648,83513158,4199342,corrected,kWh
2023-01-17,1360754568,238831632,267169872,75752712,1540823904,197233176,86682925,5585208,corrected,kWh
2023-01-18,1519693848,259315728,296186520,86000904,1620216576,200599344,97863420,7591154,corrected,kWh
2023-01-19,1566462288,272090736,293841120,91407216,1671725112,199150656,103694499,7932310,corrected,kWh
2023-01-20,1611402984,286192464,303760464,98627592,1643615448,194846664,107759212,7332066,corrected,kWh
2023-01-21,1605606792,292232184,304352232,101980152,1373849112,172509408,101837078,5539287,corrected,kWh
2023-01-22,1586074704,289504080,304877616,102292416,1428661848,172147032,100948440,7032048,corrected,kWh
2023-01-23,1565955168,292770336,298892160,104472288,1761612000,200947176,101553418,11064614,corrected,kWh
2023-01-24,1527266712,288662544,299288400,100014336,1758777936,204196368,104759538,12132217,corrected,kWh
2023-01-25,1529744400,286224768,304080360,100020720,1822107504,209859168,109493026,13021269,corrected,kWh
2023-01-26,1532808432,285482592,289245120,98998632,1777310064,203377800,115940309,11223148,corrected,kWh
2023-01-27,1537753992,295160904,289681296,101643240,1694040624,187778040,113751358,10686433,corrected,kWh
2023-01-28,1561378512,297831072,298757496,102591168,1473571080,168985800,113471829,7105007,corrected,kWh
2023-01-29,1550846544,284714040,283730856,96059064,1385593488,167201688,106668623,3998404,corrected,kWh
2023-01-30,1445074320,279602784,257721840,93621000,1526015688,187875936,95156606,6373732,corrected,kWh
2023-01-31,1370552304,274475352,249407400,98149776,1521033864,189302832,96265557,4449263,corrected,kWh
2023-02-01,1286587368,265585848,240763704,89810304,1430811888,184285896,100747375,4863457,preliminary,kWh
2023-02-02,1207727184,261019344,228027264,85649808,1378276632,164592336,104175555,7498791,preliminary,kWh
2023-02-03,1086398328,248391336,206696376,80734056,1321817232,166929960,30396230,1037575,preliminary,kWh
2023-02-04,1115646528,245435064,209845416,76891224,1260066744,148460160,106960063,5207253,preliminary,kWh
2023-02-05,1295582136,256385544,234376968,75321696,1281895248,154044432,111627286,1782207,preliminary,kWh
2023-02-06,1455027024,265592208,265907520,78242208,1733174808,2564446248,119964916,11018564,preliminary,kWh
2023-02-07,1595600952,293557464,290779080,86640024,1774134864,204677880,119583367,12693493,preliminary,kWh
2023-02-08,1647118632,303176976,303874848,90944256,1660628784,201749952,119934603,10805475,preliminary,kWh
2023-02-09,1659498264,302210904,307099872,95598576,1676383176,195599640,122178919,9904124,preliminary,kWh
2023-02-10,1554384408,296295912,278927472,94621584,1471614336,229426440,106399524,6712788,preliminary,kWh
2023-02-11,1334166480,277256784,234065760,90870816,1194283920,199085256,101645231,1280906,preliminary,kWh
2023-02-12,1203903624,251402856,214686264,82427016,1243935216,197830440,92720836,1783736,preliminary,kWh
2023-02-13,1193680440,239545392,213649008,76052352,1555100112,173691552,99265128,10472394,preliminary,kWh
2023-02-14,1228609776,228112704,219378120,68325504,1554064944,177521352,99633476,9684518,preliminary,kWh
2023-02-15,1204121352,228348168,207640104,64803768,1490481528,176897592,103011134,2732941,preliminary,kWh
2023-02-16,1147466832,229783296,201352296,66908784,1303192944,173047536,88201462,1308954,preliminary,kWh
2023-02-17,958031160,217878360,170199480,66532224,1092573240,152974800,71774430,984053,preliminary,kWh
2023-02-18,854055120,205943088,165526944,65838600,981898656,134346912,78707127,907535,preliminary,kWh
2023-02-19,884384256,190584456,175471992,58037664,1057667856,140952192,81355160,934023,preliminary,kWh
2023-02-20,879072072,188542512,173955144,58924008,1177817256,166679496,72930998,1168423,preliminary,kWh
2023-02-21,890098344,191453712,170432880,61147488,1351959096,171390456,75634605,1146478,preliminary,kWh
2023-02-22,883279320,191916408,166183632,64797912,1357076088,165169152,88122332,3852761,preliminary,kWh
2023-02-23,911150856,183587280,185133696,64950744,1380537648,175303224,90086907,7952402,preliminary,kWh
2023-02-24,1042462536,196600944,216099432,61447488,1211328264,163457184,94212858,1761410,preliminary,kWh
2023-02-25,1206495648,214329432,239832144,68313960,1188544392,152371392,29706623,1685041,preliminary,kWh
2023-02-26,1384741440,240494088,264949584,82099896,1293923664,161615736,100920047,4174275,preliminary,kWh
2023-02-27,1531126440,260105280,284466912,84750576,1647628680,196806672,106918404,10855084,preliminary,kWh
2023-02-28,1545328368,273102864,286278744,89733648,1623664776,198494904,107417724,10336904,preliminary,kWh
2023-03-01,1487760768,270304800,276224688,91026072,1583999976,203798352,89257644,8591562,preliminary,kWh
2023-03-02,1399888896,258739944,267476736,90352656,1569922944,188756496,98154059,12317616,preliminary,kWh
2023-03-03,1340734632,253362480,252935592,87886992,1506614184,181185672,98858589,8586213,preliminary,kWh
2023-03-04,1277225472,243134640,239916768,81601248,1274144832,150060336,92431639,1433486,preliminary,kWh
2023-03-05,1329253656,254943960,245882616,86232024,1328718960,154318464,98016356,4319456,preliminary,kWh
